shipment_id,order_id,shipping_date,delivery_date,shipping_mode,delivery_status
SH00888,O00971,2025-02-28,2025-03-06,Standard,Delayed
SH00889,O00972,2025-02-11,2025-02-19,Express,Delayed
SH00890,O00973,2025-12-22,2025-12-30,Express,Delayed
SH00891,O00974,2025-02-11,2025-02-19,Economy,On Time
SH00892,O00975,2025-12-15,2025-12-23,Standard,Delayed
SH00893,O00976,2025-08-28,2025-08-30,Standard,On Time
SH00894,O00977,2025-10-19,2025-10-23,Standard,On Time
SH00895,O00978,2025-09-21,2025-09-26,Express,Delayed
SH00896,O00979,2025-08-07,2025-08-17,Economy,Delayed
SH00897,O00980,2025-05-28,2025-06-02,Standard,On Time
SH00898,O00981,2025-12-04,2025-12-11,Standard,Delayed
SH00899,O00982,2025-06-20,2025-06-26,Standard,Delayed
SH00900,O00983,2025-04-03,2025-04-10,Standard,Delayed
SH00901,O00985,2025-03-02,2025-03-06,Standard,On Time
SH00902,O00986,2025-03-03,2025-03-08,Standard,On Time
SH00903,O00987,2025-11-02,2025-11-08,Standard,Delayed
SH00904,O00988,2025-06-19,2025-06-21,Standard,On Time
SH00905,O00989,2025-09-28,2025-09-30,Express,On Time
SH00906,O00990,2026-01-01,2026-01-10,Same Day,Delayed
SH00907,O00991,2025-02-17,2025-02-25,Express,Delayed
SH00908,O00992,2025-12-14,2025-12-24,Economy,Delayed
SH00909,O00993,2025-07-01,2025-07-10,Standard,Delayed
SH00910,O00994,2025-06-20,2025-06-29,Same Day,Delayed
SH00911,O00995,2025-12-25,2025-12-31,Standard,Delayed
SH00912,O00996,2025-07-13,2025-07-17,Standard,On Time
SH00913,O00997,2025-06-05,2025-06-08,Standard,On Time
SH00914,O00998,2025-07-08,2025-07-17,Standard,Delayed
SH00915,O00999,2025-01-09,2025-01-16,Same Day,Delayed
SH00916,O01000,2025-05-14,2025-05-22,Express,Delayed
SH00917,O00064,2025-11-11,2025-11-14,Standard,On Time
