order_id,order_date,customer_id,product_id,supplier_id,quantity,sales_amount,cost_amount,order_status,profit
O00671,2025-10-08,C0083,P0017,S016,11,199673.46,129623.01,Cancelled,70050.45
O00672,2025-12-25,C0137,P0034,S025,15,52183.00,34141.65,Delivered,18041.35
O00673,2025-07-20,C0099,P0016,S022,12,58063.29,48060.24,Delivered,10003.05
O00674,2025-09-03,C0149,P0060,S009,3,17237.05,12315.00,Cancelled,4922.05
O00675,2025-10-05,C0073,P0066,S024,1,16407.14,11614.21,Delivered,4792.93
O00676,2025-08-23,C0115,P0066,S024,3,49590.81,34842.63,Returned,14748.18
O00677,2025-01-04,C0007,P0013,S001,3,3290.78,2112.45,Delivered,1178.33
O00678,2025-06-03,C0080,P0056,S025,4,56617.01,39452.32,Delivered,17164.69
O00679,2025-01-29,C0144,P0031,S022,4,37509.27,33172.60,Delivered,4336.67
O00680,2025-04-19,C0097,P0034,S016,3,10173.15,6828.33,Delivered,3344.82
O00681,2025-04-08,C0004,P0039,S009,10,18793.14,15299.60,Processing,3493.54
O00682,2025-08-03,C0004,P0067,S019,12,88606.64,61671.60,Delivered,26935.04
O00683,2025-10-20,C0103,P0008,S012,8,38871.23,29027.76,Delivered,9843.47
O00684,2025-03-16,C0040,P0055,S019,8,113247.39,78924.88,Delivered,34322.51
O00685,2025-11-22,C0017,P0027,S022,13,9833.12,7653.10,Delivered,2180.02
O00686,2025-05-26,C0101,P0053,S009,13,151347.28,106057.90,Processing,45289.38
O00687,2025-05-08,C0103,P0039,S007,1,1921.35,1529.96,Delivered,391.39
O00688,2025-12-07,C0124,P0065,S014,7,4961.36,3964.24,Delivered,997.12
O00689,2025-02-11,C0052,P0017,S019,11,190184.65,129623.01,Delivered,60561.64
O00690,2025-12-22,C0052,P0030,S019,2,2827.39,2124.78,Delivered,702.61
O00691,2025-02-10,C0124,P0053,S002,1,11229.17,8158.30,Delivered,3070.87
O00692,2025-02-03,C0063,P0013,S009,3,3293.59,2112.45,Delivered,1181.14
O00693,2025-01-17,C0116,P0021,S013,4,48124.23,39806.56,Delivered,8317.67
O00694,2025-06-14,C0062,P0019,S015,13,9340.32,7307.69,Processing,2032.63
O00695,2025-06-02,C0007,P0053,S003,6,67606.41,48949.80,Cancelled,18656.61
O00696,2025-03-17,C0092,P0019,S011,10,6990.17,5621.30,Delivered,1368.87
O00697,2025-03-28,C0014,P0057,S021,14,46589.83,35833.56,Delivered,10756.27
O00698,2025-04-27,C0086,P0025,S014,5,10771.08,8732.00,Delivered,2039.08
O00699,2025-12-28,C0133,P0031,S025,15,149351.19,124397.25,Delivered,24953.94
O00700,2025-12-08,C0130,P0055,S008,15,215029.36,147984.15,Delivered,67045.21
O00701,2025-01-27,C0062,P0023,S018,14,177824.48,141680.98,Delivered,36143.50
O00702,2025-11-09,C0149,P0032,S019,4,56773.46,43964.16,Delivered,12809.30
O00703,2025-10-14,C0079,P0062,S016,8,42533.19,33227.44,Delivered,9305.75
O00704,2025-05-14,C0149,P0074,S002,11,93968.57,71043.50,Delivered,22925.07
O00705,2025-08-07,C0138,P0010,S008,12,14424.34,12851.64,Delivered,1572.70
O00706,2025-06-17,C0058,P0072,S022,14,158717.76,114662.10,Delivered,44055.66
O00707,2025-04-08,C0120,P0054,S006,4,9843.08,6516.60,Delivered,3326.48
O00708,2025-09-25,C0133,P0052,S012,13,149767.57,99751.60,Delivered,50015.97
O00709,2025-08-25,C0065,P0020,S015,10,80924.16,64912.80,Delivered,16011.36
O00710,2025-11-05,C0013,P0032,S025,12,179377.99,131892.48,Delivered,47485.51
O00711,2025-06-22,C0082,P0014,S008,13,8020.14,5572.32,Delivered,2447.82
O00712,2025-07-09,C0139,P0050,S004,2,21805.71,14857.26,Delivered,6948.45
O00713,2025-05-02,C0149,P0028,S015,15,111139.95,78883.50,Delivered,32256.45
O00714,2025-02-15,C0052,P0053,S020,3,34604.26,24474.90,Delivered,10129.36
O00715,2025-03-05,C0117,P0024,S025,6,41885.89,29970.66,Delivered,11915.23
O00716,2025-05-10,C0026,P0022,S017,8,125089.98,92692.00,Processing,32397.98
O00717,2025-11-06,C0034,P0030,S013,8,10759.72,8499.12,Delivered,2260.60
O00718,2025-12-29,C0052,P0063,S018,15,127890.78,90042.75,Delivered,37848.03
O00719,2025-07-12,C0112,P0004,S002,11,61576.51,48046.90,Cancelled,13529.61
O00720,2025-11-03,C0082,P0059,S013,15,12034.35,8454.90,Delivered,3579.45
O00721,2025-06-30,C0042,P0008,S013,9,44394.10,32656.23,Delivered,11737.87
O00722,2025-10-19,C0021,P0012,S022,7,8976.32,6609.40,Cancelled,2366.92
O00723,2025-10-09,C0042,P0031,S015,13,129947.77,107810.95,Processing,22136.82
O00724,2025-01-29,C0141,P0034,S020,2,7055.91,4552.22,Delivered,2503.69
O00725,2025-05-29,C0113,P0075,S010,8,45834.77,37891.68,Delivered,7943.09
O00726,2025-09-24,C0105,P0049,S003,7,65185.53,45630.13,Delivered,19555.40
O00727,2025-10-23,C0017,P0057,S019,8,24599.32,20476.32,Delivered,4123.00
O00728,2025-01-11,C0120,P0026,S003,12,206691.81,139649.88,Delivered,67041.93
O00729,2025-06-13,C0137,P0018,S022,3,38078.53,31016.43,Delivered,7062.10
O00730,2025-04-23,C0129,P0038,S014,7,58427.57,47850.88,Delivered,10576.69
O00731,2025-07-06,C0130,P0050,S008,10,110973.72,74286.30,Returned,36687.42
O00732,2025-10-22,C0060,P0008,S023,13,63922.32,47170.11,Returned,16752.21
O00733,2025-08-20,C0048,P0041,S004,9,54851.61,34252.38,Delivered,20599.23
O00734,2025-08-15,C0029,P0006,S020,3,36485.66,30597.51,Delivered,5888.15
O00735,2025-11-06,C0097,P0069,S011,14,29370.18,22673.14,Delivered,6697.04
O00736,2025-04-08,C0010,P0044,S011,10,55073.90,42210.20,Cancelled,12863.70
O00737,2025-02-24,C0058,P0064,S011,6,38969.61,25471.26,Delivered,13498.35
O00738,2025-04-21,C0021,P0029,S002,2,7821.92,6170.48,Delivered,1651.44
O00739,2025-06-01,C0028,P0028,S017,2,14960.63,10517.80,Delivered,4442.83
O00993,2025-06-30,C0084,P0054,S008,11,25612.10,17920.65,Processing,7691.45
O00740,2025-09-03,C0034,P0011,S009,5,48591.12,37859.70,Delivered,10731.42
O00741,2025-03-10,C0008,P0065,S002,5,3588.67,2831.60,Delivered,757.07
O00742,2025-11-08,C0079,P0019,S024,13,8842.78,7307.69,Processing,1535.09
O00743,2025-10-16,C0145,P0009,S015,7,31982.25,22042.02,Processing,9940.23
O00744,2025-09-07,C0087,P0027,S016,12,8852.00,7064.40,Delivered,1787.60
O00745,2025-02-05,C0088,P0034,S025,2,7278.10,4552.22,Delivered,2725.88
O00746,2025-08-27,C0069,P0044,S004,11,64825.87,46431.22,Delivered,18394.65
O00747,2025-05-28,C0087,P0068,S008,14,135343.69,97349.00,Cancelled,37994.69
O00748,2025-08-15,C0101,P0015,S009,13,98453.78,69131.92,Returned,29321.86
O00749,2025-09-01,C0008,P0051,S005,7,115043.85,79356.13,Returned,35687.72
O00750,2025-12-03,C0077,P0013,S016,5,5259.44,3520.75,Cancelled,1738.69
O00751,2025-12-31,C0087,P0049,S013,14,124218.96,91260.26,Delivered,32958.70
O00752,2025-07-20,C0043,P0070,S007,6,61205.88,42050.82,Delivered,19155.06
O00753,2025-06-03,C0129,P0056,S020,8,109780.59,78904.64,Delivered,30875.95
O00754,2025-03-14,C0109,P0051,S017,10,168653.98,113365.90,Returned,55288.08
O00755,2025-07-20,C0017,P0037,S003,13,139930.14,114237.11,Delivered,25693.03
O00756,2025-10-23,C0133,P0017,S005,14,252627.27,164974.74,Delivered,87652.53
O00757,2025-01-17,C0148,P0058,S019,12,42408.55,31843.32,Processing,10565.23
O00758,2025-05-09,C0021,P0029,S012,4,15157.98,12340.96,Delivered,2817.02
O00759,2025-08-05,C0058,P0033,S007,13,47146.33,38395.11,Delivered,8751.22
O00760,2025-03-02,C0110,P0060,S009,7,39930.09,28735.00,Delivered,11195.09
O00761,2025-04-14,C0139,P0055,S006,6,84624.99,59193.66,Delivered,25431.33
O00762,2025-02-11,C0143,P0010,S017,10,12947.65,10709.70,Delivered,2237.95
O00763,2025-01-25,C0135,P0047,S016,2,7272.52,6409.26,Processing,863.26
O00764,2025-02-08,C0028,P0023,S023,15,189617.34,151801.05,Delivered,37816.29
O00765,2025-10-18,C0051,P0021,S003,8,103652.52,79613.12,Returned,24039.40
O00766,2025-05-11,C0005,P0013,S021,10,11035.55,7041.50,Delivered,3994.05
O00767,2025-08-17,C0005,P0033,S004,9,32254.45,26581.23,Delivered,5673.22
O00768,2025-04-18,C0094,P0024,S010,5,34937.41,24975.55,Processing,9961.86
O00769,2025-06-21,C0096,P0011,S005,10,91346.49,75719.40,Delivered,15627.09
O00770,2025-04-12,C0008,P0017,S021,4,66667.62,47135.64,Delivered,19531.98
O00771,2025-12-20,C0064,P0068,S022,6,61759.43,41721.00,Processing,20038.43
O00772,2025-01-12,C0138,P0047,S010,8,28284.22,25637.04,Delivered,2647.18
O00773,2025-10-02,C0038,P0025,S012,11,23954.77,19210.40,Delivered,4744.37
O00774,2025-04-11,C0111,P0073,S010,15,55096.46,44025.15,Delivered,11071.31
O00775,2025-02-13,C0112,P0021,S013,3,36342.95,29854.92,Delivered,6488.03
O00776,2025-11-01,C0081,P0012,S011,10,12327.89,9442.00,Delivered,2885.89
O00777,2025-01-17,C0136,P0037,S022,11,115694.61,96662.17,Delivered,19032.44
O00778,2025-11-26,C0104,P0042,S016,11,26818.98,24050.73,Processing,2768.25
O00779,2025-02-26,C0073,P0017,S008,1,17400.95,11783.91,Returned,5617.04
O00780,2025-11-07,C0049,P0048,S008,4,60437.42,44831.56,Delivered,15605.86
O00781,2025-10-30,C0036,P0028,S025,15,110907.55,78883.50,Delivered,32024.05
O00782,2025-01-12,C0126,P0041,S008,4,22568.98,15223.28,Delivered,7345.70
O00783,2025-11-14,C0068,P0047,S013,1,3829.58,3204.63,Delivered,624.95
O00784,2025-03-21,C0078,P0018,S002,9,116349.63,93049.29,Delivered,23300.34
O00785,2025-08-04,C0105,P0071,S012,3,24124.12,20358.63,Processing,3765.49
O00786,2025-12-05,C0122,P0013,S010,5,5458.00,3520.75,Processing,1937.25
O00787,2025-09-21,C0119,P0013,S012,6,6662.64,4224.90,Delivered,2437.74
O00788,2025-05-29,C0114,P0031,S011,8,78665.90,66345.20,Delivered,12320.70
O00789,2025-03-22,C0010,P0002,S015,6,78970.19,67003.20,Delivered,11966.99
O00790,2025-08-03,C0149,P0016,S016,3,15113.52,12015.06,Delivered,3098.46
O00791,2025-07-17,C0140,P0009,S017,6,27540.83,18893.16,Delivered,8647.67
O00792,2025-07-19,C0091,P0073,S002,1,3915.92,2935.01,Returned,980.91
O00793,2025-01-25,C0002,P0038,S018,4,32999.05,27343.36,Delivered,5655.69
O00794,2025-03-30,C0118,P0075,S012,6,36397.52,28418.76,Processing,7978.76
O00795,2025-09-25,C0013,P0054,S019,7,17152.92,11404.05,Delivered,5748.87
O00796,2025-05-23,C0095,P0056,S023,11,148361.94,108493.88,Delivered,39868.06
O00797,2025-02-28,C0144,P0045,S018,13,118421.79,101820.03,Delivered,16601.76
O00798,2025-12-31,C0032,P0034,S017,11,39411.20,25037.21,Delivered,14373.99
O00799,2025-01-26,C0032,P0009,S006,10,44593.66,31488.60,Delivered,13105.06
O00800,2025-02-16,C0124,P0008,S025,3,14218.64,10885.41,Delivered,3333.23
O00801,2025-10-15,C0011,P0007,S015,9,107056.80,76824.36,Cancelled,30232.44
O00802,2025-09-23,C0010,P0036,S003,12,121047.75,95035.44,Delivered,26012.31
O00803,2025-01-16,C0015,P0018,S006,12,153566.88,124065.72,Delivered,29501.16
O00804,2025-07-18,C0017,P0003,S003,7,26430.94,18102.91,Cancelled,8328.03
O00805,2025-10-09,C0146,P0028,S001,14,103601.36,73624.60,Processing,29976.76
O00806,2025-03-27,C0059,P0070,S013,1,10161.15,7008.47,Processing,3152.68
O00807,2025-09-07,C0078,P0044,S021,2,11785.87,8442.04,Delivered,3343.83
O00808,2025-09-27,C0124,P0021,S014,1,12161.94,9951.64,Returned,2210.30
O00809,2025-12-01,C0114,P0028,S013,11,81739.46,57847.90,Delivered,23891.56
O00810,2025-04-27,C0022,P0054,S004,9,22634.63,14662.35,Delivered,7972.28
O00811,2025-01-07,C0032,P0054,S007,9,22126.77,14662.35,Delivered,7464.42
O00812,2025-05-17,C0113,P0065,S022,7,5325.80,3964.24,Delivered,1361.56
O00813,2025-06-25,C0120,P0021,S010,10,129673.51,99516.40,Delivered,30157.11
O00814,2025-11-24,C0149,P0013,S007,3,3056.39,2112.45,Delivered,943.94
O00815,2025-11-11,C0122,P0057,S021,13,42774.67,33274.02,Delivered,9500.65
O00816,2025-08-03,C0032,P0049,S015,15,139247.89,97778.85,Delivered,41469.04
O00817,2025-03-23,C0119,P0054,S015,5,12406.08,8145.75,Delivered,4260.33
O00818,2025-08-11,C0039,P0010,S004,15,18522.67,16064.55,Cancelled,2458.12
O00819,2025-04-13,C0012,P0053,S023,4,45553.76,32633.20,Returned,12920.56
O00820,2025-09-30,C0018,P0044,S023,7,39383.26,29547.14,Delivered,9836.12
O00821,2025-01-14,C0149,P0047,S006,14,51755.87,44864.82,Processing,6891.05
O00822,2025-06-08,C0141,P0053,S024,9,103992.12,73424.70,Delivered,30567.42
O00823,2025-06-01,C0149,P0074,S020,12,105864.87,77502.00,Delivered,28362.87
O00824,2025-04-18,C0126,P0046,S005,2,34747.93,22789.66,Delivered,11958.27
O00825,2025-07-07,C0136,P0013,S020,13,13705.02,9153.95,Processing,4551.07
O00826,2025-10-28,C0046,P0037,S012,8,82442.16,70299.76,Returned,12142.40
O00827,2025-04-08,C0104,P0024,S001,15,109762.83,74926.65,Delivered,34836.18
O00828,2025-05-11,C0135,P0002,S008,9,122270.89,100504.80,Delivered,21766.09
O00829,2025-10-20,C0086,P0014,S001,10,6038.30,4286.40,Delivered,1751.90
O00830,2025-06-20,C0150,P0010,S005,14,18006.29,14993.58,Delivered,3012.71
O00831,2025-07-02,C0089,P0035,S022,10,107746.35,76954.20,Processing,30792.15
O00832,2025-12-30,C0022,P0025,S006,9,19026.79,15717.60,Processing,3309.19
O00833,2025-02-08,C0092,P0003,S021,14,52236.76,36205.82,Delivered,16030.94
O00834,2025-01-15,C0029,P0017,S003,10,182521.49,117839.10,Cancelled,64682.39
O00835,2025-01-04,C0013,P0012,S015,14,17505.82,13218.80,Delivered,4287.02
O00836,2025-12-15,C0002,P0054,S005,7,17361.21,11404.05,Returned,5957.16
O00837,2025-07-29,C0029,P0024,S024,15,109153.19,74926.65,Delivered,34226.54
O00838,2025-06-10,C0027,P0029,S014,9,34156.07,27767.16,Delivered,6388.91
O00839,2025-01-16,C0050,P0043,S018,9,118590.68,82656.36,Delivered,35934.32
O00840,2025-04-18,C0095,P0025,S016,14,29197.58,24449.60,Delivered,4747.98
O00841,2025-11-07,C0088,P0060,S006,3,18205.86,12315.00,Delivered,5890.86
O00842,2025-08-15,C0044,P0065,S025,4,3030.83,2265.28,Delivered,765.55
O00843,2025-06-19,C0022,P0028,S024,2,15323.79,10517.80,Delivered,4805.99
O00844,2025-02-03,C0097,P0016,S014,10,50643.14,40050.20,Processing,10592.94
O00845,2025-09-08,C0003,P0047,S024,3,11210.98,9613.89,Delivered,1597.09
O00846,2025-09-04,C0118,P0058,S008,11,38072.03,29189.71,Delivered,8882.32
O00847,2025-09-26,C0019,P0027,S007,11,8700.02,6475.70,Delivered,2224.32
O00848,2025-05-21,C0023,P0053,S008,5,57462.23,40791.50,Processing,16670.73
O00849,2025-10-01,C0030,P0042,S013,5,12258.94,10932.15,Delivered,1326.79
O00850,2025-04-06,C0039,P0059,S006,6,4712.04,3381.96,Returned,1330.08
O00851,2025-08-15,C0108,P0047,S018,13,48031.84,41660.19,Processing,6371.65
O00852,2025-02-08,C0111,P0034,S002,7,23983.42,15932.77,Delivered,8050.65
O00853,2025-10-29,C0025,P0037,S008,7,72037.53,61512.29,Delivered,10525.24
O00854,2025-01-29,C0128,P0006,S011,1,12179.66,10199.17,Delivered,1980.49
O00855,2025-11-14,C0111,P0007,S001,14,158929.60,119504.56,Delivered,39425.04
O00856,2025-09-02,C0136,P0025,S022,2,4165.35,3492.80,Cancelled,672.55
O00857,2025-08-24,C0106,P0033,S006,12,40288.45,35441.64,Returned,4846.81
O00858,2025-07-04,C0144,P0055,S016,9,125282.36,88790.49,Delivered,36491.87
O00859,2025-09-29,C0072,P0058,S020,10,35741.75,26536.10,Delivered,9205.65
O00860,2025-08-24,C0129,P0007,S012,2,23935.35,17072.08,Processing,6863.27
O00861,2025-08-27,C0108,P0057,S011,6,19073.71,15357.24,Delivered,3716.47
O00862,2025-09-23,C0005,P0012,S010,11,13031.31,10386.20,Delivered,2645.11
O00863,2025-12-25,C0003,P0016,S003,11,51805.26,44055.22,Delivered,7750.04
O00864,2025-12-06,C0132,P0043,S013,1,13587.46,9184.04,Delivered,4403.42
O00865,2025-03-06,C0104,P0007,S003,3,34083.42,25608.12,Cancelled,8475.30
O00866,2025-06-26,C0064,P0051,S015,2,34088.26,22673.18,Delivered,11415.08
O00867,2025-01-03,C0106,P0073,S016,3,11148.68,8805.03,Delivered,2343.65
O00868,2025-05-22,C0098,P0032,S013,5,75466.73,54955.20,Returned,20511.53
O00869,2025-06-07,C0010,P0075,S017,11,65439.79,52101.06,Delivered,13338.73
O00870,2025-11-20,C0149,P0008,S003,10,46603.32,36284.70,Cancelled,10318.62
O00871,2025-05-26,C0128,P0072,S020,6,73275.22,49140.90,Delivered,24134.32
O00872,2025-10-20,C0046,P0045,S011,9,81124.17,70490.79,Delivered,10633.38
O00873,2025-06-02,C0066,P0059,S021,12,9084.01,6763.92,Returned,2320.09
O00874,2025-07-12,C0112,P0004,S019,11,60562.08,48046.90,Delivered,12515.18
O00875,2025-03-14,C0013,P0067,S022,15,107049.73,77089.50,Delivered,29960.23
O00876,2025-11-01,C0137,P0029,S011,15,57848.53,46278.60,Delivered,11569.93
O00877,2025-12-10,C0086,P0029,S016,10,36774.30,30852.40,Delivered,5921.90
O00878,2025-05-20,C0090,P0028,S021,12,90840.77,63106.80,Delivered,27733.97
O00879,2025-07-06,C0058,P0044,S003,12,66192.16,50652.24,Cancelled,15539.92
O00880,2025-10-20,C0054,P0004,S022,13,68094.66,56782.70,Returned,11311.96
O00881,2025-03-02,C0012,P0009,S006,4,18227.23,12595.44,Returned,5631.79
O00882,2025-07-17,C0014,P0005,S014,7,33096.85,25297.72,Delivered,7799.13
O00883,2025-10-22,C0121,P0056,S024,6,81819.48,59178.48,Delivered,22641.00
O00884,2025-11-15,C0121,P0050,S018,2,22920.83,14857.26,Delivered,8063.57
O00885,2025-10-29,C0020,P0075,S017,10,58312.55,47364.60,Cancelled,10947.95
O00886,2025-12-10,C0075,P0015,S004,11,86233.88,58496.24,Delivered,27737.64
O00887,2025-01-11,C0144,P0032,S023,11,154251.04,120901.44,Delivered,33349.60
O00888,2025-03-03,C0070,P0028,S015,11,79586.62,57847.90,Processing,21738.72
O00889,2025-11-29,C0056,P0022,S011,15,231702.32,173797.50,Delivered,57904.82
O00890,2025-08-14,C0101,P0017,S003,15,264770.74,176758.65,Delivered,88012.09
O00891,2025-06-02,C0132,P0059,S003,8,6350.55,4509.28,Returned,1841.27
O00892,2025-07-18,C0111,P0071,S016,7,56527.04,47503.47,Returned,9023.57
O00893,2025-02-21,C0125,P0057,S005,15,47460.13,38393.10,Delivered,9067.03
O00894,2025-09-17,C0132,P0026,S021,15,250623.17,174562.35,Delivered,76060.82
O00895,2025-02-28,C0020,P0025,S010,7,14290.79,12224.80,Returned,2065.99
O00896,2025-03-13,C0138,P0010,S019,14,17917.43,14993.58,Delivered,2923.85
O00897,2025-05-28,C0024,P0045,S025,15,131694.09,117484.65,Delivered,14209.44
O00003,2025-05-14,C0031,P0054,S003,7,16822.82,11404.05,Processing,5418.77
O00004,2025-02-27,C0023,P0070,S017,13,131158.35,91110.11,Processing,40048.24
O00005,2025-02-13,C0138,P0044,S007,11,59973.35,46431.22,Cancelled,13542.13
O00006,2025-06-22,C0107,P0073,S014,15,56431.93,44025.15,Delivered,12406.78
O00007,2025-06-09,C0039,P0045,S017,8,75178.84,62658.48,Delivered,12520.36
O00008,2025-06-22,C0082,P0056,S018,11,153149.19,108493.88,Delivered,44655.31
O00009,2025-11-13,C0100,P0057,S013,5,16342.10,12797.70,Processing,3544.40
O00010,2025-10-30,C0002,P0021,S020,7,91930.97,69661.48,Delivered,22269.49
O00011,2025-05-29,C0077,P0068,S020,8,82403.04,55628.00,Delivered,26775.04
O00012,2025-03-21,C0012,P0050,S021,15,169097.49,111429.45,Delivered,57668.04
O00014,2025-07-22,C0013,P0007,S004,3,35529.03,25608.12,Delivered,9920.91
O00015,2025-09-09,C0046,P0070,S001,3,31992.23,21025.41,Delivered,10966.82
O00016,2025-08-17,C0113,P0015,S018,4,30182.19,21271.36,Delivered,8910.83
O00017,2025-06-13,C0017,P0032,S001,5,73978.66,54955.20,Delivered,19023.46
O00018,2025-08-15,C0104,P0075,S013,10,57244.24,47364.60,Processing,9879.64
O00019,2025-05-27,C0098,P0020,S020,1,8254.62,6491.28,Processing,1763.34
O00020,2025-01-20,C0088,P0015,S020,15,110673.28,79767.60,Delivered,30905.68
O00021,2025-02-16,C0109,P0048,S023,15,218610.81,168118.35,Processing,50492.46
O00022,2025-08-21,C0070,P0071,S010,7,56793.48,47503.47,Delivered,9290.01
O00023,2025-11-01,C0074,P0021,S011,9,113890.96,89564.76,Delivered,24326.20
O00024,2025-01-14,C0063,P0042,S009,8,20282.96,17491.44,Cancelled,2791.52
O00025,2025-05-23,C0060,P0026,S009,15,244467.00,174562.35,Processing,69904.65
O00027,2025-02-23,C0037,P0057,S001,5,16107.28,12797.70,Delivered,3309.58
O00028,2025-09-16,C0022,P0037,S017,14,139439.77,123024.58,Delivered,16415.19
O00029,2025-05-24,C0148,P0058,S022,14,49064.31,37150.54,Cancelled,11913.77
O00030,2025-01-12,C0096,P0021,S002,4,51508.64,39806.56,Delivered,11702.08
O00031,2025-11-26,C0068,P0069,S024,12,25000.85,19434.12,Delivered,5566.73
O00032,2025-08-12,C0017,P0003,S013,7,25941.36,18102.91,Processing,7838.45
O00033,2025-09-29,C0012,P0037,S009,5,51426.33,43937.35,Cancelled,7488.98
O00034,2025-12-24,C0150,P0049,S004,7,62106.76,45630.13,Cancelled,16476.63
O00035,2025-06-05,C0145,P0019,S005,12,8393.73,6745.56,Delivered,1648.17
O00036,2025-01-08,C0138,P0012,S011,1,1185.43,944.20,Cancelled,241.23
O00898,2025-12-15,C0037,P0011,S004,8,74275.30,60575.52,Delivered,13699.78
O00899,2025-03-04,C0054,P0053,S019,12,137622.40,97899.60,Delivered,39722.80
O00900,2025-11-06,C0103,P0072,S011,12,138726.12,98281.80,Delivered,40444.32
O00901,2025-08-31,C0149,P0068,S002,13,132030.11,90395.50,Delivered,41634.61
O00902,2025-11-26,C0038,P0028,S010,14,110090.77,73624.60,Delivered,36466.17
O00903,2025-04-17,C0004,P0075,S011,11,64071.56,52101.06,Delivered,11970.50
O00904,2025-08-14,C0057,P0065,S025,1,777.06,566.32,Returned,210.74
O00905,2025-11-09,C0020,P0049,S020,15,139942.07,97778.85,Processing,42163.22
O00906,2025-08-06,C0017,P0047,S016,13,47197.24,41660.19,Cancelled,5537.05
O00907,2025-08-29,C0119,P0052,S019,1,11204.51,7673.20,Delivered,3531.31
O00908,2025-09-16,C0071,P0054,S023,8,18856.29,13033.20,Delivered,5823.09
O00909,2025-09-19,C0004,P0060,S024,4,23711.83,16420.00,Delivered,7291.83
O00910,2025-01-05,C0014,P0057,S011,5,16597.43,12797.70,Returned,3799.73
O00911,2025-09-18,C0003,P0047,S014,8,30626.33,25637.04,Delivered,4989.29
O00912,2025-02-23,C0080,P0031,S002,5,51014.15,41465.75,Delivered,9548.40
O00913,2025-02-16,C0055,P0046,S023,10,176449.01,113948.30,Processing,62500.71
O00914,2025-08-03,C0132,P0026,S005,4,67515.83,46549.96,Delivered,20965.87
O00915,2025-06-26,C0120,P0005,S005,12,54576.15,43367.52,Delivered,11208.63
O00916,2025-01-09,C0024,P0052,S019,6,67997.01,46039.20,Returned,21957.81
O00917,2025-04-09,C0082,P0075,S021,13,74554.54,61573.98,Cancelled,12980.56
O00918,2025-01-20,C0147,P0054,S012,15,36914.41,24437.25,Delivered,12477.16
O00919,2025-08-29,C0060,P0033,S018,12,41861.21,35441.64,Returned,6419.57
O00920,2025-03-02,C0147,P0050,S004,5,54014.95,37143.15,Delivered,16871.80
O00921,2025-06-27,C0049,P0038,S022,14,111049.53,95701.76,Processing,15347.77
O00922,2025-12-04,C0063,P0027,S017,7,5335.71,4120.90,Delivered,1214.81
O00923,2025-03-03,C0110,P0015,S010,14,106511.32,74449.76,Delivered,32061.56
O00924,2025-05-25,C0150,P0061,S020,10,66429.65,46862.20,Delivered,19567.45
O00925,2025-08-04,C0109,P0021,S006,7,88722.25,69661.48,Cancelled,19060.77
O00926,2025-01-03,C0076,P0046,S025,13,222452.02,148132.79,Delivered,74319.23
O00927,2025-06-09,C0030,P0069,S014,4,8228.54,6478.04,Delivered,1750.50
O00928,2025-08-15,C0058,P0006,S011,12,143295.92,122390.04,Delivered,20905.88
O00929,2025-09-26,C0117,P0038,S011,13,103660.22,88865.92,Cancelled,14794.30
O00930,2025-04-30,C0100,P0062,S018,5,26298.99,20767.15,Delivered,5531.84
O00931,2025-03-30,C0019,P0062,S023,13,67620.59,53994.59,Delivered,13626.00
O00932,2025-11-25,C0094,P0074,S022,3,24893.96,19375.50,Delivered,5518.46
O00933,2025-03-09,C0113,P0046,S018,15,254108.41,170922.45,Delivered,83185.96
O00934,2025-12-23,C0146,P0013,S024,4,4071.08,2816.60,Delivered,1254.48
O00935,2025-04-08,C0063,P0003,S023,15,55197.34,38791.95,Processing,16405.39
O00936,2025-09-24,C0116,P0006,S011,14,170217.15,142788.38,Delivered,27428.77
O00937,2025-04-15,C0113,P0008,S021,4,19344.48,14513.88,Delivered,4830.60
O00938,2025-11-19,C0047,P0044,S012,3,17433.15,12663.06,Processing,4770.09
O00939,2025-05-03,C0057,P0033,S005,13,44682.64,38395.11,Delivered,6287.53
O00940,2025-01-29,C0118,P0075,S023,10,62885.81,47364.60,Delivered,15521.21
O00941,2025-05-17,C0045,P0050,S009,5,56940.43,37143.15,Returned,19797.28
O00942,2025-07-14,C0145,P0011,S025,5,47030.52,37859.70,Delivered,9170.82
O00943,2025-08-14,C0004,P0028,S009,11,85254.55,57847.90,Returned,27406.65
O00944,2025-11-28,C0148,P0070,S022,7,74658.58,49059.29,Delivered,25599.29
O00945,2025-06-19,C0047,P0041,S010,4,23497.07,15223.28,Delivered,8273.79
O00946,2025-01-09,C0143,P0016,S022,13,62654.42,52065.26,Delivered,10589.16
O00947,2025-02-09,C0047,P0068,S019,4,38335.62,27814.00,Returned,10521.62
O00948,2025-01-25,C0078,P0048,S001,9,129707.75,100871.01,Delivered,28836.74
O00949,2025-09-18,C0124,P0056,S007,6,82291.11,59178.48,Delivered,23112.63
O00950,2025-08-14,C0075,P0064,S004,15,95472.56,63678.15,Returned,31794.41
O00951,2025-05-04,C0103,P0059,S001,4,3115.02,2254.64,Delivered,860.38
O00952,2025-02-07,C0137,P0062,S015,2,10042.33,8306.86,Delivered,1735.47
O00953,2025-11-24,C0090,P0011,S008,6,57105.27,45431.64,Delivered,11673.63
O00954,2025-09-08,C0144,P0018,S012,2,26771.82,20677.62,Processing,6094.20
O00955,2025-06-25,C0069,P0019,S022,5,3729.96,2810.65,Delivered,919.31
